0,,"私は、浜辺に流れ着くモノが好きで
色々見て回ってるの
何か見つけたら、私にも教えてね","I like things that wash up on the shore,
so I wander around looking at all sorts of them.
If you find something, be sure to tell me too.",ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,5,Traveling Female Hunter
0,,これ、どこで見つけたの！？,Where did you find this!?,ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,6,Traveling Female Hunter
0,,"これはきっと、海の彼方から
流れ着いたんじゃないかな","This must have drifted here
from beyond the sea.",ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,7,Traveling Female Hunter
0,,"私たちと同じように
海の向こうでは知らない土地があって
色々な人たちが暮らしてるの","Just like us,
there are lands we don’t know on the other side of the sea,
and all kinds of people live there.",ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,8,Traveling Female Hunter
0,,"どうしてそんな事がわかるって？
わからないわよ
でも、そう考えた方が楽しいでしょ","How do I know something like that?
I don’t know.
But isn’t it more fun to think that way?",ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,9,Traveling Female Hunter
0,,"いつか、船で海の向こう側に
いってみたいわ","Someday, I want to travel by ship
to the other side of the sea.",ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,10,Traveling Female Hunter
0,,これ、どこで見つけたの！？,Where did you find this!?,ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,11,Traveling Female Hunter
0,,"これはきっと、海の彼方から
流れ着いたんじゃないかな","This must have drifted here
from beyond the sea.",ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,12,Traveling Female Hunter
0,,"私たちと同じように
海の向こうでは知らない土地があって
色々な人たちが暮らしてるの","Just like us,
there are lands we don’t know on the other side of the sea,
and all kinds of people live there.",ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,13,Traveling Female Hunter
0,,"どうしてそんな事がわかるって？
わからないわよ
でも、そう考えた方が楽しいでしょ","How do I know something like that?
I don’t know.
But isn’t it more fun to think that way?",ui\00_message\quest\q20010006.gmd,\quest\q20010006.arc,q20010006.arc,14,Traveling Female Hunter
