0,,"覚者さま、嬉しいけど――
これじゃ、<COL b92828><NAME ITEM></COL>足りないよ
<COL b92828><VAL> 個</COL>貰えるまで
我慢して待ってますね","Arisen, I'm happy, but— this isn't enough <COL b92828><NAME ITEM></COL>. 
I'll be patient and wait until I get <COL b92828><VAL> units</COL>.",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,10
0,,"実は、覚者様に見せたいものがあるんです！
しばらく外を散歩してきてください！","Actually, there's something I want to show you, Arisen!
Could you go take a little walk outside for a while?",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,11
0,,"覚者さま――
本当にぼくがお傍にいなくて――いいんですか？","Arisen—
are you really okay with me not being by your side?",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,12
0,,"覚者さま、今日の調子はいかがですか？
ぼくはとっても元気ですよ！","Arisen, how are you feeling today?
I'm doing great!",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,13
0,,"覚者さま、とっても良い天気です！
ね、外に行きましょうよ！","Arisen, it's such nice weather!
Hey, let's go outside!",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,14
0,,"連れているポーンよりも覚者さまがすごく強いと
ポーンの経験量がたくさん増える――みたいです
ってことは、すぐ強くなれちゃいますね！　すごい！","If the Arisen is way stronger than the pawn they're with,
the pawn gains a lot more experience—or so I heard.
That means we'll get strong really fast! Amazing!",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,15
0,,"覚者さま、お出かけですか？
わぁい、今日は何が見られるんだろう
たのしみだなぁ！","Arisen, are we going out?
Yay, I wonder what we'll get to see today—
I'm excited!",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,16
0,,"お帰りなさい、覚者さま！
ごはんにしますか？　おふろにしますか？
それとも――座ってのんびりしちゃいます？","Welcome back, Arisen!
Will it be food? A bath?
Or—or shall we just sit and relax?",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,17
0,,"はい！
何かご用ですか、覚者さま？","Yes!
Do you need something, Arisen?",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,18
0,,"はぁ――外に出るのも楽しいけど
ずっとお部屋でのんびりしてるのもいいなぁ
安全なお部屋にずっといたいなんて――
ぼく、本当にポーンなのかな？","Ahh... Going outside is fun, but
lounging in the room forever is nice too…
Wanting to stay in a safe room forever—
am I really a pawn?",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,19
0,,"覚者さま、お耳を貸してください！
あのね――ぼく、覚者さまのポーンでよかったです！","Arisen, please listen for a moment!
Um—you know—I'm really glad I'm your pawn!",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,20
0,,"ポーンは戦うための存在だって
そう思ってたけど――
ぼくをこんなすてきなお部屋に入れてくださって
ありがとうございます、覚者さま！","I thought pawns existed just to fight, but—
thank you for letting me into such a wonderful room,
Arisen!",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,21
0,,"ふぁぁ――
ん、何ですかぁ？","Yaaawn—
Huh? What is it?",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,22
0,,"えへへ――
呼ばれてみただけ！","Hehe—
I just wanted to see what it was like to be called!",ui\00_message\pawn\talk\stage\feature9001\persona06.gmd,\pw_talk\pt_feature9001_persona06.arc,pt_feature9001_persona06.arc,23
